product_id,product_name,brand_name,category_name,sub_category_name,slug,thumb_image,qty,sku,price,offer_price,offer_start_price,offer_end_price,product_type,status,is_approved,short_description,long_description,seo_title,seo_description,created_at
154,tissot junior classic kid watch,Tissot,Watches,Kid Watch,tissot-junior-classic-kid-watch,uploads/2026-03-09_1773080932_69af1164922e8_tissot junior classic kid watch.jpeg,18,tis-wat-kid-028,95,82,2026-03-08,2026-03-29,featured,1,1,tissot junior kid watchclassic kid watch designed for simple elegance and daily comfort.,"tissot junior classic kid watchthis kid watch offers a clean dial, balanced proportions, and comfortable strap for children who need a practical but polished watch. it suits gift buyers and daily wear needs.",tissot junior classic kid watch,buy tissot junior classic kid watch with classic styling and comfortable daily fit.,2026-03-08 14:37:42
155,casio digital alarm kid watch green,Casio,Watches,Kid Watch,casio-digital-alarm-kid-watch-green,uploads/2026-03-09_1773080994_69af11a2e5799_casio digital alarm kid watch green.jpg,36,cas-wat-kid-029,37,31,2026-03-08,2026-03-29,top,1,1,casio digital alarm kid watchdurable digital kid watch with alarm and easy controls.,"casio digital alarm kid watch greenthis kid watch is built for daily activity with digital display, alarm function, and easy button controls. it is useful for school schedules, sports, and everyday time awareness.",casio digital alarm kid watch green,shop casio digital alarm kid watch green with easy controls and practical daily features.,2026-03-08 14:37:42
156,fossil kids rainbow strap watch,Fossil,Watches,Kid Watch,fossil-kids-rainbow-strap-watch,uploads/2026-03-09_1773081105_69af1211506a8_fossil kids rainbow strap watch.jpg,26,fos-wat-kid-030,45,38,2026-03-08,2026-03-29,featured,1,1,fossil kids strap watchcolorful kid watch designed for comfort and playful daily style.,"fossil kids rainbow strap watchthis kid watch features a colorful strap, simple dial, and lightweight comfort suitable for younger users. it is designed for fun everyday use and easy wear throughout the day.",fossil kids rainbow strap watch,buy fossil kids rainbow strap watch with playful colors and comfortable daily wear.,2026-03-08 14:37:42
157,takis fuego rolled tortilla chips,Takis,Grocery & Food,Snacks,takis-fuego-rolled-tortilla-chips,uploads/2026-03-09_1773081144_69af1238ae931_takis fuego rolled tortilla chips.webp,140,tak-grf-snk-001,4,3,2026-03-08,2026-03-29,featured,1,1,takis fuego rolled tortilla chipsspicy rolled tortilla chips with intense chili and lime flavor.,"takis fuego rolled tortilla chipsthis snack product delivers bold spicy taste with crunchy rolled tortilla texture. it is suitable for customers who enjoy hot flavored snacks for parties, movie nights, and everyday cravings.a strong snack option for shoppers who prefer intense flavor and convenient grab-and-go packaging.",takis fuego rolled tortilla chips,shop takis fuego rolled tortilla chips with spicy chili lime flavor and crunchy rolled texture.,2026-03-08 15:16:22
158,cheetos crunchy cheese snacks,Cheetos,Grocery & Food,Snacks,cheetos-crunchy-cheese-snacks,uploads/2026-03-09_1773081206_69af12763933b_cheetos crunchy cheese snacks.jpeg,135,che-grf-snk-002,5,4,2026-03-08,2026-03-29,top,1,1,cheetos crunchy cheese snacksclassic cheese flavored crunchy snack for casual everyday enjoyment.,"cheetos crunchy cheese snacksthis snack offers cheesy flavor, crunchy texture, and convenient packaging for lunch boxes, social events, and regular pantry stocking. it is a practical grocery item for customers who want a well-known savory snack.a dependable choice for casual snacking and family shopping baskets.",cheetos crunchy cheese snacks,shop cheetos crunchy cheese snacks with bold cheese flavor and classic crunchy texture.,2026-03-08 15:16:22
159,doritos nacho cheese tortilla chips,Doritos,Grocery & Food,Snacks,doritos-nacho-cheese-tortilla-chips,uploads/2026-03-09_1773081237_69af12956406c_doritos nacho cheese tortilla chips.jpg,130,dor-grf-snk-003,5,4,2026-03-08,2026-03-29,featured,1,1,doritos nacho cheese tortilla chipsbold tortilla chips with savory nacho cheese flavor.,"doritos nacho cheese tortilla chipsthis snack combines crunchy tortilla texture with rich cheese seasoning for everyday snacking, casual events, and convenient pantry use. it fits well for customers who want a recognizable and flavorful chip product.a strong snack option for group sharing and regular grocery purchases.",doritos nacho cheese tortilla chips,shop doritos nacho cheese tortilla chips with crunchy texture and bold savory flavor.,2026-03-08 15:16:22
160,lay's classic potato chips,Lay's,Grocery & Food,Snacks,lays-classic-potato-chips,uploads/2026-03-09_1773081266_69af12b2a45b1_lay's classic potato chips.webp,150,lay-grf-snk-004,4,3,2026-03-08,2026-03-29,top,1,1,lay's classic potato chipslight crispy potato chips made for simple everyday snacking.,"lay's classic potato chipsthis snack product offers classic salted potato chip flavor in a familiar and convenient format. it is suitable for lunch, family sharing, travel snacks, and everyday home pantry storage.a reliable grocery item for customers who prefer simple and popular snack choices.",lay's classic potato chips,shop lay's classic potato chips with light crispy texture and simple classic flavor.,2026-03-08 15:16:22
161,oreo chocolate sandwich cookies,Oreo,Grocery & Food,Snacks,oreo-chocolate-sandwich-cookies,uploads/2026-03-09_1773081517_69af13ad7efa8_oreo chocolate sandwich cookies.webp,145,ore-grf-snk-005,6,5,2026-03-08,2026-03-29,featured,1,1,oreo chocolate sandwich cookieschocolate sandwich cookies with creamy filling for sweet daily snacking.,"oreo chocolate sandwich cookiesthis cookie product offers the familiar chocolate biscuit and cream filling combination in a convenient package for lunch breaks, desserts, and family snacking. it is a practical sweet snack for home pantry storage.a widely recognized cookie choice for regular grocery shopping.",oreo chocolate sandwich cookies,shop oreo chocolate sandwich cookies with rich chocolate biscuit and creamy filling.,2026-03-08 15:16:22
162,coca cola classic soft drink 24 pack,Coca Cola,Grocery & Food,Beverages,coca-cola-classic-soft-drink-24-pack,uploads/2026-03-09_1773081346_69af1302b699a_coca cola classic soft drink 24 pack.webp,90,coc-grf-bev-006,18,15,2026-03-08,2026-03-29,featured,1,1,coca cola classic soft drink 24 packrefreshing beverage pack designed for everyday drinking and family storage.,"coca cola classic soft drink 24 packthis beverage pack provides familiar cola flavor in a practical multi-can format for gatherings, meals, and convenient household use. it is suitable for customers who want ready-to-serve cold drinks in larger quantity.a reliable beverage product for pantry and refrigerator stocking.",coca cola classic soft drink 24 pack,shop coca cola classic soft drink 24 pack for convenient home beverage storage and daily refreshment.,2026-03-08 15:16:22
163,nestle instant noodle meal cup,Nestle,Grocery & Food,Instant Food,nestle-instant-noodle-meal-cup,uploads/2026-03-09_1773081400_69af13384cc23_nestle instant noodle meal cup.jpg,120,nes-grf-ins-007,4,3,2026-03-08,2026-03-29,top,1,1,nestle instant noodle meal cupquick instant food cup designed for convenient meals and simple preparation.,"nestle instant noodle meal cupthis instant food product is made for customers who need a fast and practical meal option for lunch breaks, study sessions, or late evening meals. it offers easy preparation and convenient portion size for daily pantry use.a useful grocery product for quick meals and home storage.",nestle instant noodle meal cup,shop nestle instant noodle meal cup for quick preparation and convenient pantry meal use.,2026-03-08 15:16:22
164,lay's sour cream & onion potato chips,Lay's,Grocery & Food,Snacks,lays-sour-cream-onion-potato-chips,uploads/2026-03-09_1773081432_69af13589e700_lay's sour cream & onion potato chips.,140,lay-grf-snk-008,4,3,2026-03-08,2026-03-29,featured,1,1,lay's sour cream & onion chipscrispy potato chips seasoned with sour cream and onion flavor.,"lay's sour cream & onion potato chipsthis snack delivers the classic sour cream and onion taste combined with thin crispy potato chips. it is designed for casual snacking, lunch breaks, and convenient home pantry storage.a flavorful snack option for customers who enjoy savory chips with balanced seasoning.",lay's sour cream & onion potato chips,shop lay's sour cream & onion potato chips with crispy texture and savory seasoning.,2026-03-08 15:19:58
165,oreo double stuf chocolate sandwich cookies,Oreo,Grocery & Food,Snacks,oreo-double-stuf-chocolate-sandwich-cookies,uploads/2026-03-09_1773081530_69af13ba64bd1_oreo double stuf chocolate sandwich cookies.jpg,135,ore-grf-snk-009,6,5,2026-03-08,2026-03-29,top,1,1,oreo double stuf cookieschocolate sandwich cookies filled with extra cream.,"oreo double stuf chocolate sandwich cookiesthis snack product features oreo chocolate biscuits with a generous cream filling designed for sweet snacking, dessert preparation, and everyday enjoyment.a popular cookie choice suitable for family sharing, dessert recipes, and convenient pantry storage.",oreo double stuf chocolate sandwich cookies,buy oreo double stuf chocolate sandwich cookies with rich chocolate biscuits and extra cream filling.,2026-03-08 15:19:58
166,coca cola zero sugar soft drink pack,Coca Cola,Grocery & Food,Beverages,coca-cola-zero-sugar-soft-drink-pack,uploads/2026-03-09_1773081603_69af140354f70_coca cola zero sugar soft drink pack.jpeg,120,coc-bev-010,18,15,2026-03-08,2026-03-29,featured,1,1,coca cola zero sugarrefreshing zero sugar cola beverage.,coca cola zero sugar soft drink packa refreshing cola beverage designed for customers who prefer the classic coca cola taste with zero sugar. suitable for daily drinking and convenient home storage.,coca cola zero sugar drink,buy coca cola zero sugar soft drink pack for refreshing sugar free beverage.,2026-03-08 15:26:04
167,pepsi classic cola soft drink,Pepsi,Grocery & Food,Beverages,pepsi-classic-cola-soft-drink,uploads/2026-03-09_1773081634_69af142276bcb_pepsi classic cola soft drink.webp,120,pep-bev-011,17,14,2026-03-08,2026-03-29,top,1,1,pepsi classic colaclassic cola beverage with refreshing taste.,"pepsi classic cola soft drinka popular cola beverage designed for casual drinking, parties, and family meals. provides refreshing taste and convenient packaging.",pepsi classic cola drink,shop pepsi classic cola beverage pack for refreshing soft drink.,2026-03-08 15:26:04
168,nestle pure life bottled water pack,Nestle,Grocery & Food,Beverages,nestle-pure-life-bottled-water-pack,uploads/2026-03-09_1773081664_69af14407aa3d_nestle pure life bottled water pack.webp,160,nes-bev-012,10,8,2026-03-08,2026-03-29,featured,1,1,nestle pure life waterclean bottled drinking water pack.,"nestle pure life bottled water packpurified bottled water suitable for daily hydration, home storage, and travel convenience.",nestle pure life water,shop nestle pure life bottled water pack for daily hydration.,2026-03-08 15:26:04
169,pepsi lime flavor soft drink,Pepsi,Grocery & Food,Beverages,pepsi-lime-flavor-soft-drink,uploads/2026-03-09_1773081697_69af14615958b_pepsi lime flavor soft drink.jpg,110,pep-bev-013,17,14,2026-03-08,2026-03-29,featured,1,1,pepsi lime soft drinkrefreshing cola beverage with lime flavor.,pepsi lime flavor soft drinka flavored cola drink combining classic pepsi taste with refreshing lime notes.,pepsi lime soft drink,shop pepsi lime flavored soft drink for refreshing beverage.,2026-03-08 15:26:04
170,coca cola cherry flavor drink,Coca Cola,Grocery & Food,Beverages,coca-cola-cherry-flavor-drink,uploads/2026-03-09_1773081731_69af1483368f6_coca cola cherry flavor drink.webp,110,coc-bev-014,18,15,2026-03-08,2026-03-29,top,1,1,coca cola cherrycola beverage with cherry flavor.,coca cola cherry flavor drinka flavored cola beverage combining classic coca cola taste with sweet cherry flavor.,coca cola cherry drink,buy coca cola cherry flavored soft drink for refreshing taste.,2026-03-08 15:26:04
171,nestle cup noodles chicken flavor,Nestle,Grocery & Food,Instant Food,nestle-cup-noodles-chicken-flavor,uploads/2026-03-09_1773081800_69af14c8cce36_nestle cup noodles chicken flavor.jpeg,140,nes-ins-015,4,3,2026-03-08,2026-03-29,featured,1,1,nestle cup noodlesinstant noodle cup with chicken flavor.,nestle cup noodles chicken flavora quick instant meal solution designed for convenient preparation and satisfying taste.,nestle chicken cup noodles,shop nestle chicken flavored instant cup noodles for quick meal.,2026-03-08 15:26:04
172,nestle spicy beef instant noodles,Nestle,Grocery & Food,Instant Food,nestle-spicy-beef-instant-noodles,uploads/2026-03-09_1773081828_69af14e4a43d1_nestle spicy beef instant noodles.jpeg,135,nes-ins-016,4,3,2026-03-08,2026-03-29,top,1,1,nestle spicy beef noodlesinstant noodles with spicy beef flavor.,nestle spicy beef instant noodlesa convenient noodle meal offering bold spicy beef flavor and quick preparation.,nestle spicy beef noodles,buy nestle spicy beef instant noodles for fast convenient meal.,2026-03-08 15:26:04
173,kelloggs instant oatmeal breakfast cup,Kelloggs,Grocery & Food,Instant Food,kelloggs-instant-oatmeal-breakfast-cup,uploads/2026-03-09_1773081859_69af150330cd4_kelloggs instant oatmeal breakfast cup.,130,kel-ins-017,5,4,2026-03-08,2026-03-29,featured,1,1,kelloggs instant oatmealquick breakfast oatmeal cup.,kelloggs instant oatmeal breakfast cupinstant oatmeal breakfast cup designed for quick preparation and healthy morning meal.,kelloggs instant oatmeal cup,shop kelloggs instant oatmeal breakfast cup for quick healthy meal.,2026-03-08 15:26:04
174,nestle vegetable instant soup cup,Nestle,Grocery & Food,Instant Food,nestle-vegetable-instant-soup-cup,uploads/2026-03-09_1773081918_69af153ef238f_nestle vegetable instant soup cup.jpg,120,nes-ins-018,4,3,2026-03-08,2026-03-29,featured,1,1,nestle vegetable soup cupinstant soup cup with vegetable flavor.,nestle vegetable instant soup cupa convenient instant soup product designed for quick preparation and light meal option.,nestle vegetable soup cup,buy nestle vegetable instant soup cup for quick warm meal.,2026-03-08 15:26:04
175,kelloggs instant chocolate oatmeal,Kelloggs,Grocery & Food,Instant Food,kelloggs-instant-chocolate-oatmeal,uploads/2026-03-09_1773081971_69af15734fefb_kelloggs instant chocolate oatmeal.jpg,120,kel-ins-019,5,4,2026-03-08,2026-03-29,top,1,1,kelloggs chocolate oatmealinstant oatmeal with chocolate flavor.,kelloggs instant chocolate oatmeala quick breakfast oatmeal meal with sweet chocolate flavor and easy preparation.,kelloggs chocolate oatmeal,shop kelloggs chocolate instant oatmeal cup for quick breakfast.,2026-03-08 15:26:04
176,adidas essentials 3 stripes fleece hoodie,Adidas,Fashion,Hoodie & Sweater,adidas-essentials-3-stripes-fleece-hoodie,uploads/2026-03-14_1773515892_69b5b47428d1c_Adidas Essentials 3 Stripes Fleece Hoodie Medium.jpeg,85,adi-fas-hod-020,65,54,2026-03-08,2026-03-29,featured,1,1,"adidas essentials 3 stripes fleece hoodiesoft fleece hoodie designed for everyday comfort, casual layering, and sporty streetwear style.","adidas essentials 3 stripes fleece hoodiethis hoodie is inspired by adidas fleece hoodie styling with a comfortable fit, soft fabric feel, and signature sporty design details. it is suitable for cool weather, daily outfits, and relaxed casual wear.a practical fashion piece for customers who want warmth, comfort, and classic athletic style in one hoodie.",adidas essentials 3 stripes fleece hoodie,shop adidas essentials 3 stripes fleece hoodie with soft fleece comfort and classic sporty style.,2026-03-14 13:11:04
177,nike sportswear phoenix fleece cropped hoodie,Nike,Fashion,Hoodie & Sweater,nike-sportswear-phoenix-fleece-cropped-hoodie,uploads/2026-03-14_1773515978_69b5b4cae1ffa_Nike Sportswear Phoenix Fleece Cropped Hoodie.png,70,nik-fas-hod-021,80,68,2026-03-08,2026-03-29,top,1,1,"nike sportswear phoenix fleece cropped hoodiewomen's cropped fleece hoodie made for cozy comfort, modern layering, and casual everyday wear.","nike sportswear phoenix fleece cropped hoodiethis women's hoodie is inspired by nike phoenix fleece styling with a loose fit, soft fleece texture, and cropped silhouette for a modern casual look. it works well for layering, travel, relaxed weekends, and sporty streetwear outfits.a stylish hoodie choice for customers who want warmth, comfort, and a more fashion-forward casual shape.",nike sportswear phoenix fleece cropped hoodie,shop nike sportswear phoenix fleece cropped hoodie with cozy fleece comfort and modern cropped style.,2026-03-14 13:11:04
178,xiaomi redmi note 14 5g smartphone,Xiaomi,Mobile Phones,Phone,xiaomi-redmi-note-14-5g-smartphone,uploads/2026-03-14_1773516039_69b5b507b0f23_Xiaomi Redmi Note 14 5G Smartphone.jpg,85,xia-mob-phn-020,299,269,2026-03-08,2026-03-29,featured,1,1,"xiaomi redmi note 14 5g smartphonemodern smartphone designed for smooth daily performance, reliable battery life, and practical 5g connectivity.","xiaomi redmi note 14 5g smartphonethis smartphone is made for everyday communication, media viewing, and app usage with balanced performance and dependable battery support. it is suitable for customers who want a practical 5g phone with modern design and useful daily features.a strong choice for regular mobile use and value focused buyers.",xiaomi redmi note 14 5g smartphone,shop xiaomi redmi note 14 5g smartphone with reliable performance and practical everyday 5g features.,2026-03-14 13:26:40
179,xiaomi redmi note 14 pro 5g smartphone,Xiaomi,Mobile Phones,Phone,xiaomi-redmi-note-14-pro-5g-smartphone,uploads/2026-03-14_1773516084_69b5b534ba402_Xiaomi Redmi Note 14 Pro 5G Smartphone.jpg,75,xia-mob-phn-021,379,339,2026-03-08,2026-03-29,best,1,1,"xiaomi redmi note 14 pro 5g smartphonepowerful smartphone with enhanced display quality, fast performance, and advanced everyday mobile features.","xiaomi redmi note 14 pro 5g smartphonethis phone is designed for customers who want stronger daily performance, improved visual quality, and dependable 5g connectivity. it supports streaming, messaging, social media, and light gaming with practical modern smartphone convenience.a good option for users who want a more premium xiaomi experience.",xiaomi redmi note 14 pro 5g smartphone,shop xiaomi redmi note 14 pro 5g smartphone with strong performance and premium everyday usability.,2026-03-14 13:26:40
180,xiaomi redmi note 14 pro plus 5g smartphone,Xiaomi,Mobile Phones,Phone,xiaomi-redmi-note-14-pro-plus-5g-smartphone,uploads/2026-03-14_1773516134_69b5b56636c98_Xiaomi Redmi Note 14 Pro Plus 5G Smartphone.webp,60,xia-mob-phn-022,449,399,2026-03-08,2026-03-29,best,1,1,"xiaomi redmi note 14 pro plus 5g smartphonepremium redmi smartphone built for performance, display quality, and fast modern mobile use.","xiaomi redmi note 14 pro plus 5g smartphonethis smartphone delivers a more premium redmi experience with strong speed, modern display, and practical 5g functionality. it is suitable for users who want smooth app performance, entertainment support, and a stylish device for daily routines.a strong upper mid-range option in the xiaomi lineup.",xiaomi redmi note 14 pro plus 5g smartphone,buy xiaomi redmi note 14 pro plus 5g smartphone with premium redmi features and strong daily performance.,2026-03-14 13:26:40
181,xiaomi redmi note 13 pro 5g smartphone,Xiaomi,Mobile Phones,Phone,xiaomi-redmi-note-13-pro-5g-smartphone,uploads/2026-03-14_1773516222_69b5b5beea846_Xiaomi Redmi Note 13 Pro Plus 5G Smartphone.jpg,70,xia-mob-phn-023,329,289,2026-03-08,2026-03-29,top,1,1,"xiaomi redmi note 13 pro 5g smartphonebalanced 5g smartphone designed for clear display, dependable speed, and comfortable daily mobile use.","xiaomi redmi note 13 pro 5g smartphonethis smartphone is suitable for customers who want a practical device for browsing, photography, and day to day communication. it offers a clean xiaomi experience with good value and stable everyday performance.a useful option for routine mobile tasks and entertainment.",xiaomi redmi note 13 pro 5g smartphone,shop xiaomi redmi note 13 pro 5g smartphone with smooth performance and practical daily 5g convenience.,2026-03-14 13:26:40
182,xiaomi redmi note 13 pro plus 5g smartphone,Xiaomi,Mobile Phones,Phone,xiaomi-redmi-note-13-pro-plus-5g-smartphone,uploads/2026-03-14_1773516170_69b5b58a1b222_Xiaomi Redmi Note 13 Pro 5G Smartphone.jpg,62,xia-mob-phn-024,399,359,2026-03-08,2026-03-29,featured,1,1,xiaomi redmi note 13 pro plus 5g smartphoneadvanced redmi smartphone with premium styling and strong all-round daily usability.,"xiaomi redmi note 13 pro plus 5g smartphonethis phone supports modern app use, clear media viewing, and dependable 5g performance in a more premium redmi design. it is appropriate for users who want upgraded daily mobile capability without moving into flagship pricing.a polished choice for performance focused buyers.",xiaomi redmi note 13 pro plus 5g smartphone,shop xiaomi redmi note 13 pro plus 5g smartphone with premium redmi styling and balanced performance.,2026-03-14 13:26:40
183,xiaomi poco x7 5g smartphone,Xiaomi,Mobile Phones,Phone,xiaomi-poco-x7-5g-smartphone,uploads/2026-03-14_1773516285_69b5b5fd49388_Xiaomi POCO X7 5G Smartphone.jpg,68,xia-mob-phn-025,349,309,2026-03-08,2026-03-29,featured,1,1,xiaomi poco x7 5g smartphoneperformance focused smartphone designed for fast multitasking and responsive everyday mobile use.,"xiaomi poco x7 5g smartphonethis smartphone is built for customers who want strong day to day performance, modern design, and useful 5g support. it handles entertainment, gaming, messaging, and app switching with practical speed and good overall value.a solid poco model for active mobile users.",xiaomi poco x7 5g smartphone,buy xiaomi poco x7 5g smartphone with fast everyday performance and modern 5g support.,2026-03-14 13:26:40
184,xiaomi poco x7 pro 5g smartphone,Xiaomi,Mobile Phones,Phone,xiaomi-poco-x7-pro-5g-smartphone,uploads/2026-03-14_1773516330_69b5b62a55a46_Xiaomi POCO X7 Pro 5G Smartphone.jpg,58,xia-mob-phn-026,429,389,2026-03-08,2026-03-29,best,1,1,"xiaomi poco x7 pro 5g smartphonehigh performance smartphone built for speed, gaming, and advanced daily mobile tasks.","xiaomi poco x7 pro 5g smartphonethis phone is made for users who want stronger performance for gaming, streaming, and fast multitasking with stable 5g connectivity. it combines practical power with sharp modern styling for a more advanced xiaomi mobile experience.a compelling device for users who prioritize speed and value.",xiaomi poco x7 pro 5g smartphone,shop xiaomi poco x7 pro 5g smartphone with high performance hardware and strong daily 5g usability.,2026-03-14 13:26:40
185,xiaomi redmi 13c smartphone,Xiaomi,Mobile Phones,Phone,xiaomi-redmi-13c-smartphone,uploads/2026-03-14_1773516357_69b5b6454c42f_Xiaomi Redmi 13C Smartphone.jpg,90,xia-mob-phn-027,159,139,2026-03-08,2026-03-29,top,1,1,xiaomi redmi 13c smartphoneaffordable smartphone designed for simple daily communication and reliable basic mobile use.,"xiaomi redmi 13c smartphonethis phone is suitable for customers who want an accessible smartphone for calls, messaging, light browsing, and daily convenience. it offers practical xiaomi usability in a straightforward and budget friendly format.a sensible entry level option for essential smartphone needs.",xiaomi redmi 13c smartphone,shop xiaomi redmi 13c smartphone for affordable daily communication and essential mobile tasks.,2026-03-14 13:26:40
186,apple iphone x smartphone,Apple,Mobile Phones,Phone,apple-iphone-x-smartphone,uploads/2026-03-15_1773584334_69b6bfcec4a98_iphonex.png,55,app-mob-phn-028,899,839,2026-03-08,2026-03-29,featured,1,1,"apple iphone x smartphonemodern iphone designed for smooth performance, premium build quality, and dependable everyday mobile use.","apple iphone x smartphonethis smartphone offers the refined apple user experience with smooth daily performance, quality display, and reliable camera support for communication, content, and app use. it is ideal for customers who want a premium mainstream iphone model.a practical flagship level apple device for modern daily routines.",apple iphone x smartphone,shop apple iphone x smartphone with premium performance and reliable everyday apple usability.,2026-03-14 13:26:40
187,apple iphone 11 plus smartphone,Apple,Mobile Phones,Phone,apple-iphone-11-plus-smartphone,uploads/2026-03-14_1773516417_69b5b68128a2c_Apple iPhone 16 Plus Smartphone.webp,45,app-mob-phn-029,999,939,2026-03-08,2026-03-29,featured,1,1,apple iphone 11 plus smartphonelarger iphone model designed for immersive screen viewing and smooth everyday performance.,"apple iphone 11 plus smartphonethis iphone offers a larger display area for customers who prefer more comfortable media viewing, messaging, and general daily use. it balances premium apple styling with practical screen size and consistent performance.a strong iphone choice for users who value display space and polished usability.",apple iphone 11 plus smartphone,buy apple iphone 11 plus smartphone with larger display and premium apple daily performance.,2026-03-14 13:26:40
188,apple iphone 17 pro smartphone,Apple,Mobile Phones,Phone,apple-iphone-17-pro-smartphone,uploads/2026-03-15_1773585015_69b6c27777f83_iphone17.jpeg,40,app-mob-phn-030,1099,1039,2026-03-08,2026-03-29,best,1,1,"apple iphone 17 pro smartphonepremium pro iphone built for advanced performance, professional feel, and everyday flagship use.","apple iphone 17 pro smartphonethis smartphone is designed for users who want stronger performance, a more premium apple build, and enhanced daily capability for photography, productivity, and entertainment. it is a polished option within the iphone pro family.a suitable device for customers who prefer a more advanced flagship experience.",apple iphone 17 pro smartphone,shop apple iphone 17 pro smartphone with premium pro performance and advanced flagship design.,2026-03-14 13:26:40
189,apple iphone 16 pro max smartphone,Apple,Mobile Phones,Phone,apple-iphone-16-pro-max-smartphone,uploads/2026-03-14_1773516493_69b5b6cd1def6_Apple iPhone 16 Pro Max Smartphone.jpg,35,app-mob-phn-031,1199,1139,2026-03-08,2026-03-29,best,1,1,"apple iphone 16 pro max smartphonelarge premium iphone designed for top tier performance, immersive viewing, and flagship daily use.","apple iphone 16 pro max smartphonethis iphone is built for customers who want the largest premium apple phone experience with strong everyday performance, advanced mobile capability, and a more immersive display. it suits users who prioritize flagship level convenience and status.a premium device for users seeking top-end apple mobile hardware.",apple iphone 16 pro max smartphone,buy apple iphone 16 pro max smartphone with premium flagship performance and expansive display experience.,2026-03-14 13:26:40
190,apple iphone 15 smartphone,Apple,Mobile Phones,Phone,apple-iphone-15-smartphone,uploads/2026-03-14_1773516528_69b5b6f02538c_Apple iPhone 15 Smartphone.webp,60,app-mob-phn-032,799,749,2026-03-08,2026-03-29,featured,1,1,"apple iphone 15 smartphonemodern iphone designed for smooth daily communication, photography, and app performance.","apple iphone 15 smartphonethis smartphone offers reliable apple performance with smooth user experience, strong camera capability, and efficient battery usage. it is suitable for messaging, social media, entertainment, and everyday mobile tasks.a balanced iphone choice for customers who want premium quality and dependable daily performance.",apple iphone 15 smartphone,shop apple iphone 15 smartphone with premium apple performance and everyday mobile reliability.,2026-03-14 13:34:31
191,apple iphone 15 plus smartphone,Apple,Mobile Phones,Phone,apple-iphone-15-plus-smartphone,uploads/2026-03-14_1773516558_69b5b70ee5916_Apple iPhone 15 Smartphone.webp,55,app-mob-phn-033,899,839,2026-03-08,2026-03-29,top,1,1,apple iphone 15 plus smartphonelarge display iphone designed for immersive viewing and comfortable daily use.,"apple iphone 15 plus smartphonethis iphone provides a larger display for streaming, messaging, browsing, and gaming. it combines apple design quality with comfortable screen space and stable everyday performance.a good option for customers who prefer larger smartphone displays.",apple iphone 15 plus smartphone,buy apple iphone 15 plus smartphone with large display and reliable apple performance.,2026-03-14 13:34:31
192,apple iphone 12 pro smartphone,Apple,Mobile Phones,Phone,apple-iphone-12-pro-smartphone,uploads/2026-03-15_1773584379_69b6bffb91537_iphone12.webp,50,app-mob-phn-034,1099,1049,2026-03-08,2026-03-29,best,1,1,apple iphone 12 pro smartphoneadvanced iphone designed for powerful performance and professional photography.,"apple iphone 12 pro smartphonethis smartphone offers stronger processing performance, premium design, and high quality camera capability suitable for photography, gaming, and professional everyday use.a flagship device for users who want top level apple performance.",apple iphone 12 pro smartphone,shop apple iphone 12 pro smartphone with powerful performance and premium apple design.,2026-03-14 13:34:31
194,apple iphone 13 smartphone,Apple,Mobile Phones,Phone,apple-iphone-13-smartphone,uploads/2026-03-14_1773516691_69b5b79362c3c_Apple iPhone 13 Smartphone.jpg,80,app-mob-phn-036,599,549,2026-03-08,2026-03-29,top,1,1,apple iphone 13 smartphonepopular iphone model built for smooth daily mobile experience.,"apple iphone 13 smartphonethis smartphone remains a strong choice for everyday communication, photography, and entertainment. it offers dependable apple performance and practical modern smartphone capability.a solid value option in the apple lineup.",apple iphone 13 smartphone,shop apple iphone 13 smartphone with dependable apple performance and modern mobile features.,2026-03-14 13:34:31
195,samsung galaxy s24 smartphone,Samsung,Mobile Phones,Phone,samsung-galaxy-s24-smartphone,uploads/2026-03-14_1773516728_69b5b7b84346c_Samsung Galaxy S24 Smartphone.jpg,70,sam-mob-phn-037,899,839,2026-03-08,2026-03-29,featured,1,1,"samsung galaxy s24 smartphonemodern samsung smartphone designed for performance, photography, and smooth daily use.","samsung galaxy s24 smartphonethis smartphone offers fast performance, high quality display, and versatile camera capability. it is suitable for communication, productivity, entertainment, and advanced mobile usage.a flagship samsung device for everyday modern smartphone users.",samsung galaxy s24 smartphone,shop samsung galaxy s24 smartphone with powerful performance and premium display experience.,2026-03-14 13:34:31
196,samsung galaxy s24 plus smartphone,Samsung,Mobile Phones,Phone,samsung-galaxy-s24-plus-smartphone,uploads/2026-03-14_1773516767_69b5b7df12781_Samsung Galaxy S24 Plus Smartphone.jpg,60,sam-mob-phn-038,999,939,2026-03-08,2026-03-29,best,1,1,samsung galaxy s24 plus smartphonelarge screen samsung smartphone designed for immersive entertainment and productivity.,"samsung galaxy s24 plus smartphonethis smartphone provides a large display suitable for streaming, browsing, gaming, and multitasking. it combines samsung performance with modern flagship design.a strong option for users who want a larger samsung flagship device.",samsung galaxy s24 plus smartphone,buy samsung galaxy s24 plus smartphone with large display and flagship performance.,2026-03-14 13:34:31
